gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,internet_service_Fiber optic,internet_service_No,contract_One year,contract_Two year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn_reason_Attitude of support person,churn_reason_Competitor had better devices,churn_reason_Competitor made better offer,churn_reason_Competitor offered higher download speeds,churn_reason_Competitor offered more data,churn_reason_Deceased,churn_reason_Don't know,churn_reason_Extra data charges,churn_reason_Lack of affordable download/upload speed,churn_reason_Lack of self-service on Website,churn_reason_Limited range of services,churn_reason_Long distance charges,churn_reason_Moved,churn_reason_Network reliability,churn_reason_Poor expertise of online support,churn_reason_Poor expertise of phone support,churn_reason_Price too high,churn_reason_Product dissatisfaction,churn_reason_Service dissatisfaction
0,0,1,0,72,1,1,0,1,1,1,1,1,1,109.25,8109.8,1,1,97,4261,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,3,0,0,0,0,0,0,1,0,0,35.2,108.95,1,1,100,5450,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1,1,0,0,0,0,0,1,0,0,78.8,78.8,1,1,87,5075,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,47,1,1,0,1,1,0,1,1,1,106.4,5127.95,1,1,99,4804,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,18,1,0,1,0,0,0,0,0,0,49.4,874.8,1,1,75,4028,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,69.1,1,1,83,2767,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,1,0,20,1,0,0,0,0,0,1,1,1,90.2,1776.55,1,1,85,2058,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0,6,1,1,0,0,0,0,1,1,1,93.55,536.4,1,1,71,5617,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,1,1,80.85,80.85,1,1,77,3096,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,48,1,1,0,0,0,0,0,1,1,82.05,4029.95,1,1,93,3365,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,0,0,0,0,0,0,0,1,20.55,51.15,1,1,90,4115,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,2,1,1,0,0,1,0,0,0,1,78.55,149.55,1,1,92,5203,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,1,0,78.65,78.65,1,1,81,2728,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,42.9,42.9,1,1,87,4895,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,3,0,0,1,0,0,1,0,0,0,34.25,139.35,1,1,88,2802,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,9,0,0,1,0,1,1,1,1,0,58.5,539.85,1,1,95,3032,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,4718.25,1,1,74,5904,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,6,1,0,0,0,1,0,0,0,0,74.4,434.1,1,1,100,3964,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,1,1,90,4163,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,1,77,3226,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,7,1,1,0,0,0,0,0,1,1,84.55,646.85,1,1,80,5245,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,25,1,1,0,0,0,0,0,0,0,24.75,692.1,1,1,94,4931,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,20,1,1,0,0,0,0,0,1,1,85.8,1727.5,1,1,75,3336,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,4,0,0,0,0,0,0,0,0,1,24.45,86.6,1,1,70,4909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,28,1,1,0,1,1,0,1,1,1,105.7,2979.5,1,1,72,2464,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,0,0,0,0,0,0,0,0,1,24.25,24.25,1,1,85,2846,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,11,1,1,0,0,0,0,0,0,1,76.5,837.95,1,1,76,2291,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,4,1,1,0,1,0,1,0,1,1,93.5,362.2,1,1,73,4554,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,0,54,1,1,0,1,0,0,1,1,1,101.5,5373.1,1,1,68,6405,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,0,0,0,28,1,0,1,0,0,0,0,0,1,74.9,2068.55,1,1,98,5392,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,131.65,1,1,74,4596,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,1,0,0,0,0,0,0,1,24.05,24.05,1,1,67,3162,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,1,0,0,1,0,0,0,0,0,50.55,50.55,1,1,87,3420,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,14,1,1,0,1,0,0,1,1,1,100.55,1415.55,1,1,72,5224,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.5,20.5,1,1,76,2398,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,4,1,0,0,0,1,0,0,0,1,74.8,321.9,1,1,71,5882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,20,0,0,0,0,0,0,0,0,1,24.45,482.8,1,1,94,3298,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,14,1,0,0,0,0,0,0,0,1,71.0,914.0,1,1,95,3228,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,1,94,3016,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,3,0,0,0,1,0,0,1,1,1,50.6,155.35,1,1,83,4800,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0,40,1,1,0,0,1,1,0,0,1,84.85,3303.05,1,1,99,5764,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,2,1,0,0,0,0,0,1,1,0,65.7,134.35,1,1,96,4265,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.5,70.5,1,1,90,4123,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,10,1,1,0,1,1,0,0,1,1,94.85,953.45,1,1,97,3074,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,1,1,100,4851,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,14,1,0,1,1,0,0,1,0,1,65.45,937.6,1,1,90,2881,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,58,1,1,0,0,1,0,1,1,1,98.7,5812.6,1,1,91,4662,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,1,0,1,0,1,1,1,0,1,67.5,1544.05,1,1,76,3378,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,1,79,2412,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,49,1,1,1,0,1,1,1,1,0,84.35,4059.35,1,1,73,6452,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,68,1,1,0,1,0,0,1,1,1,100.2,6851.65,1,1,70,4481,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,1,0,0,78.05,78.05,1,1,98,3458,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,7,1,1,0,0,0,0,0,0,0,73.6,520.0,1,1,87,2679,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,9,1,1,0,0,0,0,0,0,1,74.75,706.6,1,1,82,5003,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,1,1,81,5355,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,24,1,1,0,0,0,0,1,1,1,93.55,2264.05,1,1,100,4937,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,2,0,0,0,0,0,0,0,0,1,25.05,56.35,1,1,77,4810,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,27,1,1,0,1,1,0,0,1,1,95.55,2510.2,1,1,75,2999,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,57,0,0,0,1,0,0,1,0,1,39.3,2111.45,1,1,66,4917,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,1,1,85,2783,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,13,0,0,0,0,0,0,0,0,1,23.9,300.8,1,1,82,2967,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,1,0,1,0,1,85.45,85.45,1,1,95,4931,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,0,63,1,1,0,1,0,0,1,1,0,99.9,6137.0,1,1,71,4776,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,25,1,1,0,0,0,0,0,1,1,84.8,2043.45,1,1,70,4203,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,35,1,1,0,0,0,0,0,0,1,75.2,2576.2,1,1,94,4639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,71,0,0,0,1,0,0,1,1,0,49.35,3515.25,1,1,95,4879,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,6,1,1,0,0,0,0,0,0,1,74.9,469.8,1,1,87,4160,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,15,1,0,0,1,1,0,1,1,1,101.25,1457.25,1,1,85,3968,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,9,1,0,0,0,0,0,0,0,1,18.95,185.6,1,1,78,5403,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,37,0,0,0,0,0,1,0,0,0,28.6,973.55,1,1,82,4429,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,1,1,72,3278,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,29,1,1,0,0,0,1,1,1,0,98.65,2862.75,1,1,93,4235,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,5,1,1,0,0,1,0,0,0,1,79.9,343.95,1,1,90,4324,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,28,1,1,0,0,1,1,1,1,1,103.3,2890.65,1,1,78,4136,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,11,1,1,1,0,0,1,1,0,1,96.2,1222.05,1,1,92,3101,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,55,1,1,0,0,1,1,1,1,1,104.15,5743.05,1,1,86,4369,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,24,1,1,0,1,1,0,1,1,1,102.95,2496.7,1,1,66,5245,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,1,1,0,90.6,90.6,1,1,92,2540,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,6,1,0,0,0,0,1,0,0,1,50.8,288.05,1,1,88,4713,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,4,1,1,0,1,0,0,0,1,1,90.05,368.1,1,1,98,3212,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,3,1,1,0,0,0,0,0,0,1,75.85,256.6,1,1,79,4062,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,0,0,0,0,0,0,0,1,68.5,68.5,1,1,89,5753,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,11,1,0,1,0,0,0,0,0,1,73.5,791.75,1,1,75,4509,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,1,65,5341,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,5,1,0,0,0,1,0,1,1,1,70.05,346.4,1,1,84,4944,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,8,1,1,0,1,1,0,1,0,1,94.0,773.65,1,1,71,2632,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,22,1,0,1,1,1,0,0,0,0,61.15,1422.05,1,1,87,4626,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,29,1,1,1,1,0,0,0,0,1,84.45,2467.1,1,1,99,2651,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,1,0,0,1,0,1,1,1,75.3,989.45,1,1,89,4800,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,43,1,1,1,0,1,1,1,1,1,109.55,4830.25,1,1,69,5863,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,3,1,0,0,0,0,0,0,0,1,19.6,59.75,1,1,81,5000,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0,0,2,1,0,1,0,1,0,1,0,0,66.4,94.55,1,1,87,4522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,0,66,1,1,0,0,0,1,1,1,1,100.05,6871.9,1,1,72,4512,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,62,1,1,1,1,0,1,0,1,0,102.0,6529.25,1,1,87,5090,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,17,1,1,1,1,1,0,0,0,0,90.2,1454.15,1,1,91,2026,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,56,1,1,0,0,0,0,0,0,1,25.15,1327.15,1,1,79,6484,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,31,1,1,0,0,0,1,0,0,1,79.85,2404.15,1,1,67,2554,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,2,1,0,0,1,0,0,0,0,1,49.6,114.7,1,1,78,3599,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,66,1,1,0,0,1,1,1,1,1,105.95,6975.25,1,1,86,6117,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,3,1,1,0,0,1,0,0,1,0,91.85,257.05,1,1,91,2704,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1,0,0,0,0,0,1,1,0,0,40.1,40.1,1,1,93,5434,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,31,1,1,0,0,0,0,0,0,1,73.9,2217.15,1,1,75,2560,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,14,1,0,0,0,0,0,1,1,1,89.8,1129.1,1,1,81,4107,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,35,1,1,1,0,1,1,1,0,0,72.25,2568.55,1,1,83,5898,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,37,1,1,0,0,0,0,1,1,1,96.55,3580.3,1,1,81,4448,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,7,0,0,0,1,0,0,0,1,1,40.1,293.3,1,1,68,4414,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,24,1,1,0,1,0,0,1,1,1,101.25,2440.15,1,1,87,4287,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,1,0,0,79.55,79.55,1,1,81,5082,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,32,1,1,0,0,0,0,1,0,0,84.05,2781.85,1,1,68,3553,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,1,1,1,89.1,89.1,1,1,79,2905,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0,17,1,1,1,0,1,0,1,0,0,94.4,1607.2,1,1,66,4103,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,19,1,0,0,1,1,0,0,0,1,78.25,1490.95,1,1,72,3666,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.15,92.65,1,1,86,5655,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,8,1,1,0,0,0,0,0,0,1,75.75,606.25,1,1,92,4174,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.1,19.1,1,1,84,5890,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,1,1,0,0,0,0,0,1,80.3,80.3,1,1,87,4138,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,1,0,0,0,1,74.9,74.9,1,1,73,5919,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,9,1,0,0,0,0,0,1,0,1,80.85,751.65,1,1,71,5242,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,3,0,0,0,0,0,0,0,0,0,24.75,66.95,1,1,69,3503,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,49,1,1,0,0,1,0,0,1,1,90.85,4515.85,1,1,70,5651,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,2,1,0,0,1,1,0,0,0,0,79.7,165.0,1,1,65,3039,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,55,1,0,1,1,0,1,0,0,0,57.55,3046.4,1,1,69,5463,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,21,1,1,0,0,0,0,0,1,1,86.5,1808.7,1,1,72,2036,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,69,1,1,0,1,1,0,1,1,1,103.95,7446.9,1,1,86,4283,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.1,25.1,1,1,85,5437,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,39,0,0,1,1,0,1,1,0,1,48.95,1880.85,1,1,80,3080,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,6,1,0,0,1,0,0,0,1,1,83.55,477.55,1,1,91,4242,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,17,1,0,0,1,1,0,1,0,1,89.15,1496.9,1,1,89,5082,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,1,90,3525,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,58,1,0,1,1,1,0,0,0,0,60.3,3563.8,1,1,88,4026,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1,1,96,3001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,1,0,19,1,1,0,0,1,1,1,1,0,103.3,2012.7,1,1,67,2349,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,0,0,0,3,1,0,0,0,0,0,1,0,1,78.5,242.05,1,1,71,3567,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,63.75,1,1,95,3398,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,3,1,0,0,0,0,0,1,0,1,79.9,260.9,1,1,97,4367,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,30,1,1,0,1,0,0,1,1,1,99.7,2967.35,1,1,69,3548,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,15,1,1,0,1,0,1,0,0,1,58.6,939.7,1,1,97,2003,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,10,1,1,0,0,1,0,1,1,1,98.5,1037.75,1,1,91,4501,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,1,0,0,0,1,50.45,50.45,1,1,69,2806,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
